sample_id,class_id,model_index,original_class_id,source,source_version,signer_id,consent_id,split,raw_path,landmark_path,quality_status,training_status,manual_selectable,risk_tier,source_quality_status,quality_reason,extractor,view,source_fps,source_frames,trim_start,trim_end,used_frames,active_hand,interpolated_hand_frames,raw_hand_frame_ratio,hand_frame_ratio,motion_score
ans_kulak_meb_1_web_10fps_p50,kulak,56,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/kulak/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kulak_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,23,0,19,19,left,3,0.4348,0.6842,7.1564
ans_kulak_meb_1_web_25fps_p0,kulak,56,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/kulak/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kulak_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,57,5,44,39,left,7,0.4561,0.8462,8.155
ans_omuz_meb_1_web_10fps_p0,omuz,61,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/omuz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_omuz_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,27,0,22,22,left,1,0.5556,0.7273,4.9032
ans_omuz_meb_1_web_10fps_p50,omuz,61,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/omuz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_omuz_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,27,2,24,22,left,2,0.5185,0.7273,4.6946
ans_omuz_meb_1_web_25fps_p0,omuz,61,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/omuz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_omuz_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,67,9,55,46,left,7,0.4925,0.8696,5.6995
ans_on_meb_1_web_10fps_p0,on,50,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/on/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_on_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,24,2,18,16,left,0,0.4167,0.625,1.9603
ans_on_meb_1_web_10fps_p50,on,50,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/on/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_on_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,24,0,17,17,left,1,0.4167,0.6471,3.728
ans_on_meb_1_web_25fps_p0,on,50,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/on/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_on_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,60,6,39,33,left,4,0.3833,0.8182,4.2043
ans_sayi_1_meb_1_web_10fps_p0,sayi-1,34,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-1/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_1_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,19,1,15,14,left,0,0.4211,0.5714,1.607
ans_sayi_1_meb_1_web_10fps_p50,sayi-1,34,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-1/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_1_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,19,0,15,15,left,0,0.4737,0.6,2.8648
ans_sayi_1_meb_1_web_25fps_p0,sayi-1,34,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-1/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_1_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,47,7,36,29,left,2,0.4468,0.7931,4.1122
ans_sayi_1_sts_1_web_10fps_p0,sayi-1,34,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-1/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_1_sts_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,13,0,13,13,right,0,0.5385,0.5385,1.5259
ans_sayi_1_sts_1_web_10fps_p50,sayi-1,34,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-1/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_1_sts_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,12,0,12,12,right,0,0.5833,0.5833,1.5427
ans_sayi_1_sts_1_web_25fps_p0,sayi-1,34,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-1/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_1_sts_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,31,4,29,25,right,1,0.5806,0.76,2.9161
ans_sayi_10_meb_1_web_10fps_p0,sayi-10,43,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-10/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_10_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,22,2,19,17,left,2,0.4091,0.6471,4.768
ans_sayi_10_meb_1_web_10fps_p50,sayi-10,43,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-10/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_10_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,21,0,18,18,left,1,0.5238,0.6667,5.9894
ans_sayi_10_meb_1_web_25fps_p0,sayi-10,43,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-10/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_10_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,53,6,42,36,left,5,0.4717,0.8333,6.9778
ans_sayi_2_meb_1_web_10fps_p0,sayi-2,35,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-2/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_2_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,25,0,17,17,left,1,0.4,0.6471,4.3676
ans_sayi_2_meb_1_web_10fps_p50,sayi-2,35,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-2/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_2_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,24,2,18,16,left,1,0.375,0.625,3.1851
ans_sayi_2_meb_1_web_25fps_p0,sayi-2,35,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-2/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_2_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,61,5,37,32,left,3,0.377,0.8125,4.5779
ans_sayi_2_sts_1_web_10fps_p0,sayi-2,35,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-2/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_2_sts_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,61,15,37,22,right,1,0.2459,0.7273,1.7944
ans_sayi_2_sts_1_web_10fps_p50,sayi-2,35,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-2/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_2_sts_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,60,13,37,24,right,0,0.3,0.75,2.981
ans_sayi_2_sts_1_web_25fps_p0,sayi-2,35,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-2/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_2_sts_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,150,37,88,51,right,2,0.2867,0.8824,3.3846
ans_sayi_20_meb_1_web_10fps_p0,sayi-20,44,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-20/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_20_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,34,8,30,22,right,0,0.4706,0.7273,4.2597
ans_sayi_20_meb_1_web_10fps_p50,sayi-20,44,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-20/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_20_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,34,8,30,22,right,0,0.4706,0.7273,4.2283
ans_sayi_20_meb_1_web_25fps_p0,sayi-20,44,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-20/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_20_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,84,24,70,46,right,1,0.4643,0.8696,5.068
ans_sayi_3_meb_1_web_10fps_p0,sayi-3,36,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-3/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_3_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,24,2,18,16,left,1,0.375,0.625,3.3371
ans_sayi_3_meb_1_web_10fps_p50,sayi-3,36,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-3/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_3_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,23,1,18,17,left,1,0.4348,0.6471,4.4325
ans_sayi_3_meb_1_web_25fps_p0,sayi-3,36,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-3/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_3_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,58,8,39,31,left,2,0.3966,0.8065,4.2291
ans_sayi_3_sts_1_web_10fps_p0,sayi-3,36,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-3/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_3_sts_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,26,6,22,16,right,0,0.3846,0.625,1.1989
ans_sayi_3_sts_1_web_10fps_p50,sayi-3,36,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-3/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_3_sts_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,25,6,22,16,right,0,0.4,0.625,1.3546
ans_sayi_3_sts_1_web_25fps_p0,sayi-3,36,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-3/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_3_sts_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,63,19,50,31,right,0,0.3968,0.8065,1.5568
ans_sayi_30_meb_1_web_10fps_p0,sayi-30,45,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-30/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_30_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,24,0,20,20,left,0,0.5833,0.7,6.2981
ans_sayi_30_meb_1_web_10fps_p50,sayi-30,45,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-30/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_30_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,24,0,19,19,left,0,0.5417,0.6842,5.5716
ans_sayi_30_meb_1_web_25fps_p0,sayi-30,45,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-30/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_30_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,59,6,44,38,left,0,0.5424,0.8421,6.2612
ans_sayi_4_meb_1_web_10fps_p0,sayi-4,37,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-4/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_4_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,22,1,17,16,left,0,0.4545,0.625,2.1508
ans_sayi_4_meb_1_web_10fps_p50,sayi-4,37,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-4/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_4_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,22,1,18,17,left,0,0.5,0.6471,3.4682
ans_sayi_4_meb_1_web_25fps_p0,sayi-4,37,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-4/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_4_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,55,4,40,36,left,3,0.4909,0.8333,6.3489
ans_sayi_4_sts_1_web_10fps_p0,sayi-4,37,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-4/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_4_sts_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,62,15,39,24,right,0,0.2903,0.75,3.5235
ans_sayi_4_sts_1_web_10fps_p50,sayi-4,37,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-4/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_4_sts_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,62,15,39,24,right,0,0.2903,0.75,3.3195
ans_sayi_4_sts_1_web_25fps_p0,sayi-4,37,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-4/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_4_sts_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,154,43,93,50,right,0,0.2857,0.88,3.372
ans_sayi_5_meb_1_web_10fps_p0,sayi-5,38,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-5/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_5_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,24,2,17,15,left,0,0.375,0.6,1.8805
ans_sayi_5_meb_1_web_10fps_p50,sayi-5,38,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-5/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_5_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,24,2,17,15,left,0,0.375,0.6,1.8127
ans_sayi_5_meb_1_web_25fps_p0,sayi-5,38,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-5/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_5_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,59,10,38,28,left,0,0.3729,0.7857,2.3127
ans_sayi_5_sts_1_web_10fps_p0,sayi-5,38,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-5/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_5_sts_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,20,1,19,18,right,0,0.6,0.6667,2.7786
ans_sayi_5_sts_1_web_10fps_p50,sayi-5,38,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-5/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_5_sts_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,19,1,19,18,right,0,0.6316,0.6667,3.0874
ans_sayi_5_sts_1_web_25fps_p0,sayi-5,38,,ANSWER,sts,ans_sts,user_reported_permission,train,yanit_ham/sayi-5/sts_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_5_sts_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,49,6,43,37,right,0,0.6327,0.8378,4.2799
ans_sayi_6_meb_1_web_10fps_p0,sayi-6,39,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-6/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_6_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,24,3,20,17,left,1,0.4167,0.6471,3.8833
ans_sayi_6_meb_1_web_10fps_p50,sayi-6,39,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-6/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_6_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,24,3,19,16,left,1,0.375,0.625,2.991
ans_sayi_6_meb_1_web_25fps_p0,sayi-6,39,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-6/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_6_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,60,12,43,31,left,2,0.3833,0.8065,3.369
ans_sayi_7_meb_1_web_10fps_p0,sayi-7,40,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-7/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_7_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,25,2,20,18,left,1,0.44,0.6667,4.9611
ans_sayi_7_meb_1_web_10fps_p50,sayi-7,40,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-7/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_7_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,24,2,19,17,left,1,0.4167,0.6471,4.1299
ans_sayi_7_meb_1_web_25fps_p0,sayi-7,40,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-7/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_7_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,61,9,44,35,left,3,0.4262,0.8286,5.5572
ans_sayi_8_meb_1_web_10fps_p0,sayi-8,41,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-8/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_8_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,21,2,20,18,left,1,0.5238,0.6667,4.5741
ans_sayi_8_meb_1_web_10fps_p50,sayi-8,41,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-8/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_8_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,21,0,19,19,left,3,0.4762,0.6842,6.927
ans_sayi_8_meb_1_web_25fps_p0,sayi-8,41,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-8/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_8_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,52,9,44,35,left,4,0.4808,0.8286,5.2463
ans_sayi_9_meb_1_web_10fps_p0,sayi-9,42,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-9/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_9_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,22,1,16,15,left,0,0.4091,0.6,1.3602
ans_sayi_9_meb_1_web_10fps_p50,sayi-9,42,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-9/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_9_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,21,1,15,14,left,0,0.381,0.5714,0.967
ans_sayi_9_meb_1_web_25fps_p0,sayi-9,42,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sayi-9/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sayi_9_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,53,7,34,27,left,0,0.3962,0.7778,1.4755
ans_sirt_meb_1_web_10fps_p0,sirt,66,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sirt/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sirt_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,27,3,20,17,left,6,0.1852,0.6471,1.5848
ans_sirt_meb_1_web_10fps_p50,sirt,66,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sirt/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sirt_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,27,2,20,18,left,3,0.3333,0.6667,2.7773
ans_sirt_meb_1_web_25fps_p0,sirt,66,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/sirt/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sirt_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,67,5,49,44,left,11,0.2687,0.6591,9.473
ans_yukari_meb_1_web_10fps_p0,yukari,52,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/yukari/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_yukari_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,29,6,25,19,left,1,0.4483,0.6842,3.8828
ans_yukari_meb_1_web_10fps_p50,yukari,52,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/yukari/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_yukari_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,28,4,23,19,left,1,0.4286,0.6842,4.5313
ans_yukari_meb_1_web_25fps_p0,yukari,52,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/yukari/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_yukari_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,71,16,57,41,left,6,0.4507,0.8537,7.2519
